FISCAL YEAR,Month,FUND,ACCOUNT GROUP NAME,EXPENDITURE
2016,9,100,EXPENSES,149965.1
2019,10,100,SALARIES AND BENEFITS,149963.78
2011,6,863,NOT DEF,149940.8
2018,10,339,NOT DEF,149928.29
2011,6,863,NOT DEF,149865.99
2011,6,863,NOT DEF,149439.73
2015,3,100,SALARIES AND BENEFITS,149351.62
2016,6,100,EXPENSES,149260.22
2011,6,44F,NOT DEF,149000
2015,4,100,EXPENSES,148940.86
2018,8,100,EXPENSES,148933.34
2014,9,100,EXPENSES,148879.52
2011,6,290,NOT DEF,148837.19
2019,11,100,EXPENSES,148817.32
2019,11,100,EXPENSES,148817.32
2019,4,100,EXPENSES,148706.78
2011,6,863,NOT DEF,148548.75
2019,7,26J,NOT DEF,148372.5
2020,2,100,SALARIES AND BENEFITS,148332
2020,1,100,EXPENSES,148330.84
2016,6,100,SALARIES AND BENEFITS,148285.84
2018,2,100,SALARIES AND BENEFITS,148273.73
2014,12,100,EXPENSES,148189.56
2018,10,100,SALARIES AND BENEFITS,148175.15
2015,5,100,EXPENSES,148129.52
2018,2,339,NOT DEF,148112.96
2011,6,44D,NOT DEF,148033
2019,5,100,EXPENSES,147835.29
2019,4,41Y,NOT DEF,147749.78
2013,4,100,SALARIES AND BENEFITS,147737.68
2013,6,100,EXPENSES,147386.76
2016,2,100,SALARIES AND BENEFITS,147377.21
2011,6,863,NOT DEF,147281.07
2017,7,100,EQUIPMENT,147036.92
2014,4,863,NOT DEF,147000.31
2017,8,100,SALARIES AND BENEFITS,146482.81
2016,7,100,EXPENSES,146248.33
2017,8,100,SALARIES AND BENEFITS,146212.21
2011,6,44E,NOT DEF,146059.56
2013,11,100,EXPENSES,145993.84
2012,7,100,SALARIES AND BENEFITS,145822.14
2013,8,100,EXPENSES,145176.36
2012,2,100,EXPENSES,145174.18
2019,11,100,EQUIPMENT,145116.37
2019,11,100,EQUIPMENT,145116.37
2011,6,41Y,NOT DEF,145101.37
2020,1,298,NOT DEF,144943.4
2018,12,100,EXPENSES,144835.63
2015,8,100,SALARIES AND BENEFITS,144574.29
2016,3,298,NOT DEF,144407.43
2014,4,100,SALARIES AND BENEFITS,144356.75
2014,3,100,SALARIES AND BENEFITS,144299.76
2017,5,100,EXPENSES,144221.92
2015,11,100,EXPENSES,144103.09
2013,9,100,SALARIES AND BENEFITS,143879.83
2018,1,100,EXPENSES,143714.62
2012,8,339,NOT DEF,143250.84
2016,11,100,EXPENSES,143165.83
2019,1,298,NOT DEF,143025.06
2019,1,298,NOT DEF,143025.06
2020,11,100,SALARIES AND BENEFITS,142612.55
2013,9,100,EXPENSES,142272.18
2015,4,100,SALARIES AND BENEFITS,142215.39
2015,9,100,SALARIES AND BENEFITS,142205.15
2016,2,100,EXPENSES,141943.39
2011,6,863,NOT DEF,141771.71
2016,6,100,SALARIES AND BENEFITS,141746.88
2011,6,44F,NOT DEF,141617.82
2011,6,670,NOT DEF,141585.05
2015,7,100,EXPENSES,141541.17
2015,11,100,EXPENSES,141444.94
2014,12,100,SALARIES AND BENEFITS,141400.23
2020,3,298,NOT DEF,141395.58
2013,7,100,EXPENSES,141061.03
2014,1,100,EXPENSES,140981.74
2015,3,100,EXPENSES,140890.1
2016,7,100,SALARIES AND BENEFITS,140636.16
2016,9,100,SALARIES AND BENEFITS,140494.63
2012,3,100,EXPENSES,140359.62
2015,9,100,SALARIES AND BENEFITS,140325.92
2013,8,339,NOT DEF,140314.89
2016,9,100,SALARIES AND BENEFITS,140226.2
2011,6,339,NOT DEF,140197.97
2014,7,100,EXPENSES,140140.5
2018,4,100,SALARIES AND BENEFITS,140134.97
2017,5,100,SALARIES AND BENEFITS,140048.52
2014,5,100,EXPENSES,139968.82
2015,12,44D,NOT DEF,139960
2014,5,100,SALARIES AND BENEFITS,139921.97
2019,8,100,EXPENSES,139885.22
2016,1,100,SALARIES AND BENEFITS,139859.29
2018,1,100,EXPENSES,139843.32
2018,2,100,SALARIES AND BENEFITS,139786.15
2016,3,100,SALARIES AND BENEFITS,139770.67
2016,10,100,SALARIES AND BENEFITS,139683.72
2017,4,100,SALARIES AND BENEFITS,139628.79
2015,12,100,SALARIES AND BENEFITS,139614.66
2015,9,100,EQUIPMENT,139581.84
2017,7,100,EXPENSES,139537.31
2019,4,100,EXPENSES,139435.92
2019,7,100,EXPENSES,139240.86
2018,2,100,SALARIES AND BENEFITS,139225.47
2014,9,100,EXPENSES,139140.53
2016,5,100,EXPENSES,139126.51
2012,11,100,EXPENSES,139064.09
2012,8,339,NOT DEF,138847.98
2015,9,100,SALARIES AND BENEFITS,138818.89
2015,3,339,NOT DEF,138562.51
2019,11,100,SALARIES AND BENEFITS,138561.32
2019,11,100,SALARIES AND BENEFITS,138561.32
2016,4,339,NOT DEF,138446.88
2016,12,100,SALARIES AND BENEFITS,138389.15
2015,2,100,EXPENSES,138271.45
2019,2,100,SALARIES AND BENEFITS,138081.65
2019,2,100,SALARIES AND BENEFITS,138081.65
2015,2,100,EXPENSES,137930.09
2014,2,100,SALARIES AND BENEFITS,137875.48
2020,3,100,SALARIES AND BENEFITS,137822.96
2016,2,100,EQUIPMENT,137460.08
2016,10,100,SALARIES AND BENEFITS,137432.63
2014,2,100,EXPENSES,137349.88
2019,7,100,SALARIES AND BENEFITS,136873.01
2015,5,298,NOT DEF,136632.59
2011,6,44F,NOT DEF,136584.98
2015,6,100,EXPENSES,136578.86
2016,10,100,EXPENSES,136544.65
2011,6,670,NOT DEF,136527.29
2018,10,100,EXPENSES,136390.07
2016,11,100,SALARIES AND BENEFITS,136372.35
2020,1,100,EXPENSES,136190.19
2011,6,339,NOT DEF,136125.75
2017,9,100,SALARIES AND BENEFITS,136054.21
2020,11,100,SALARIES AND BENEFITS,136027.21
2014,7,100,EXPENSES,136000
2015,7,100,EXPENSES,136000
2016,7,100,EXPENSES,136000
2016,12,100,EXPENSES,135779.63
2013,7,100,SALARIES AND BENEFITS,135555.96
2011,6,274,NOT DEF,135405.61
2018,1,100,EXPENSES,135390.87
2013,12,100,EXPENSES,135386.25
2016,5,100,SALARIES AND BENEFITS,135141.09
2018,5,100,EXPENSES,135100.46
2019,10,298,NOT DEF,135000
2018,8,44D,SPECIAL,134780.05
2018,12,100,SALARIES AND BENEFITS,134465.57
2015,1,100,SALARIES AND BENEFITS,134445.25
2014,3,100,EXPENSES,134188.83
2016,10,298,NOT DEF,134164.72
2017,9,100,EXPENSES,134163.15
2019,12,100,EXPENSES,134162
2016,4,44F,NOT DEF,134085.14
2019,5,100,SALARIES AND BENEFITS,133904.83
2018,9,100,SALARIES AND BENEFITS,133830.89
2012,9,100,EXPENSES,133712.11
2016,4,100,SALARIES AND BENEFITS,133625.34
2013,7,339,NOT DEF,133612.94
2017,8,100,SALARIES AND BENEFITS,133564.79
2013,12,100,EXPENSES,133552.61
2019,4,100,SALARIES AND BENEFITS,133484.68
2019,5,100,EXPENSES,133431.68
2014,8,44D,NOT DEF,133401
2012,1,100,SALARIES AND BENEFITS,133386.45
2018,11,100,SALARIES AND BENEFITS,133374.63
2018,8,100,EXPENSES,133339.11
2012,10,100,SALARIES AND BENEFITS,133073.4
2014,12,100,SALARIES AND BENEFITS,132999.73
2018,8,100,SALARIES AND BENEFITS,132980.22
2018,10,100,EXPENSES,132873.77
2013,9,339,NOT DEF,132787.2
2016,8,100,EXPENSES,132740.77
2018,12,100,SALARIES AND BENEFITS,132724.52
2018,11,100,EXPENSES,132607.51
2018,3,100,SALARIES AND BENEFITS,132323.93
2020,10,100,SALARIES AND BENEFITS,132200.39
2014,7,339,NOT DEF,132198.73
2018,10,100,SALARIES AND BENEFITS,132063.9
2015,7,100,SALARIES AND BENEFITS,131994.99
2019,9,100,SALARIES AND BENEFITS,131941.88
2017,5,100,SALARIES AND BENEFITS,131860.38
2019,2,100,EXPENSES,131743.21
2019,2,100,EXPENSES,131743.21
2017,8,100,SALARIES AND BENEFITS,131639.53
2012,5,100,EXPENSES,131407.96
2018,8,100,EXPENSES,131371.94
2018,5,100,EXPENSES,131362.68
2012,3,100,SALARIES AND BENEFITS,131173.34
2018,11,100,SALARIES AND BENEFITS,130949.62
2019,4,100,SALARIES AND BENEFITS,130788.27
2012,5,100,EXPENSES,130618.21
2017,8,100,EXPENSES,130576.71
2016,7,100,EXPENSES,130322.8
2011,6,339,NOT DEF,130181
2011,6,857,NOT DEF,130000
2011,6,290,NOT DEF,130000
2020,11,100,SALARIES AND BENEFITS,129814.33
2019,10,100,SALARIES AND BENEFITS,129729.8
2016,10,100,SALARIES AND BENEFITS,129592.26
2013,7,44D,NOT DEF,129361.5
2017,5,100,EXPENSES,129349.8
2018,11,100,EXPENSES,129119.74
2019,11,100,SALARIES AND BENEFITS,129107.46
2019,11,100,SALARIES AND BENEFITS,129107.46
2011,6,339,NOT DEF,128990.7
2012,2,339,NOT DEF,128819.66
2016,5,100,EXPENSES,128810.03
2012,2,44D,NOT DEF,128810.01
2019,1,100,SALARIES AND BENEFITS,128657
2019,1,100,SALARIES AND BENEFITS,128657
2018,9,100,SALARIES AND BENEFITS,128611.47
2015,4,100,EXPENSES,128577.75
2016,10,863,NOT DEF,128570.31
2015,6,100,EXPENSES,128332.81
2016,6,863,NOT DEF,128320.34
2019,7,100,SALARIES AND BENEFITS,128267.93
2012,8,44F,NOT DEF,128204.05
2018,12,100,EXPENSES,128197.55
2016,12,100,EXPENSES,128093.03
2017,9,100,SALARIES AND BENEFITS,128048.95
2018,10,100,EXPENSES,127999.28
2014,11,44F,NOT DEF,127765
2015,7,100,SALARIES AND BENEFITS,127721.63
2016,6,100,EXPENSES,127435.97
2012,2,100,SALARIES AND BENEFITS,127200.58
2016,1,100,EXPENSES,127163.53
2015,10,100,EXPENSES,127131.24
2020,12,100,SALARIES AND BENEFITS,126926.85
2014,10,100,SALARIES AND BENEFITS,126905.31
2019,2,100,EXPENSES,126863.96
2019,2,100,EXPENSES,126863.96
2011,6,554,NOT DEF,126740
2019,9,100,EXPENSES,126726.84
2014,10,100,SALARIES AND BENEFITS,126647.73
2018,8,100,SALARIES AND BENEFITS,126533.45
2018,3,100,SALARIES AND BENEFITS,126439.19
2017,5,100,SALARIES AND BENEFITS,126395.02
2014,9,44D,NOT DEF,126276.5
2012,5,100,EXPENSES,126263.47
2018,5,298,NOT DEF,126254.05
2013,7,100,EXPENSES,126223.05
2014,7,100,EXPENSES,126212.29
2020,2,100,EXPENSES,126172.17
2020,3,100,SALARIES AND BENEFITS,126150.58
2011,6,44D,NOT DEF,126073.03
2019,8,100,EXPENSES,126061.5
2018,5,100,EXPENSES,126018.54
2016,6,100,EXPENSES,125750
2013,1,100,EXPENSES,125728.91
2011,6,290,NOT DEF,125683.43
2014,9,100,EXPENSES,125645.9
2019,9,339,NOT DEF,125633.82
2019,10,100,EXPENSES,125575.83
2019,3,100,SALARIES AND BENEFITS,125537.78
2016,11,100,EXPENSES,125527.63
2016,1,100,EXPENSES,125516.86
2019,7,100,SALARIES AND BENEFITS,125510.88
2018,5,100,SALARIES AND BENEFITS,125372.85
2019,8,339,NOT DEF,125352.41
2019,10,100,EXPENSES,125288.01
2013,4,100,EXPENSES,125259.08
2018,4,100,EXPENSES,125203.61
2014,1,100,SALARIES AND BENEFITS,125175.57
2016,11,44F,NOT DEF,125094.44
2011,6,857,NOT DEF,125000
2011,6,857,NOT DEF,125000
2012,5,47C,NOT DEF,125000
2012,4,47C,NOT DEF,125000
2012,6,47C,NOT DEF,125000
2019,9,100,EXPENSES,124845.26
2011,6,44D,NOT DEF,124787.96
2015,10,100,EXPENSES,124719.58
2012,7,100,SALARIES AND BENEFITS,124520.08
2013,10,100,EXPENSES,124468.15
2014,11,100,SALARIES AND BENEFITS,124263.16
2016,2,100,SALARIES AND BENEFITS,124251.17
2011,6,44D,NOT DEF,124166.97
2017,8,100,EXPENSES,124150
2018,8,100,EXPENSES,124150
2013,8,100,EXPENSES,123998.47
2018,4,100,SALARIES AND BENEFITS,123985.42
2016,8,100,EXPENSES,123917.51
2017,5,44F,SPECIAL,123901.63
2017,8,100,EXPENSES,123785.85
2016,7,298,NOT DEF,123754.24
2013,4,100,EXPENSES,123697.41
2016,1,100,SALARIES AND BENEFITS,123697.22
2012,5,339,NOT DEF,123635
2019,8,100,SALARIES AND BENEFITS,123612.48
2011,6,339,NOT DEF,123579.14
2020,2,100,EXPENSES,123574.61
2019,5,100,EXPENSES,123554.54
2016,1,100,EXPENSES,123366.2
2019,11,100,EXPENSES,123354.31
2019,11,100,EXPENSES,123354.31
2016,8,100,SALARIES AND BENEFITS,123325.33
2017,9,100,EXPENSES,123291.09
2011,6,44F,NOT DEF,122962.93
2018,2,100,EQUIPMENT,122859.8
2018,12,100,EXPENSES,122760.45
2014,11,100,SALARIES AND BENEFITS,122639.01
2016,4,100,EXPENSES,122582.68
2013,2,100,SALARIES AND BENEFITS,122572.76
2016,12,298,NOT DEF,122467.71
2017,4,100,SALARIES AND BENEFITS,122032.19
2014,5,100,EXPENSES,121774.8
2018,5,100,SALARIES AND BENEFITS,121772.85
2012,2,100,SALARIES AND BENEFITS,121751.57
2013,2,100,EXPENSES,121617.56
2017,7,100,SALARIES AND BENEFITS,121507.39
2020,1,100,SALARIES AND BENEFITS,121485.53
2019,3,100,EXPENSES,121430.27
2015,7,100,EQUIPMENT,121388.98
2011,6,863,NOT DEF,121364.37
2018,4,100,SALARIES AND BENEFITS,121254.38
2011,6,863,NOT DEF,121249.89
2016,12,100,EXPENSES,121179.66
2012,12,100,EXPENSES,121029.18
2014,11,290,NOT DEF,121011.19
2015,11,100,EXPENSES,120969.21
2012,2,100,EXPENSES,120873.86
2016,3,100,SALARIES AND BENEFITS,120796.48
2012,7,100,SALARIES AND BENEFITS,120770.12
2011,6,44F,NOT DEF,120669.25
2019,4,100,EXPENSES,120607.37
2018,2,339,NOT DEF,120557.82
2018,12,100,SALARIES AND BENEFITS,120411.33
2019,2,100,SALARIES AND BENEFITS,120348.87
2019,2,100,SALARIES AND BENEFITS,120348.87
2013,6,100,EXPENSES,120255.34
2019,1,100,SALARIES AND BENEFITS,120220.75
2019,1,100,SALARIES AND BENEFITS,120220.75
2014,10,863,NOT DEF,120000
2015,6,863,NOT DEF,120000
2016,6,41Y,NOT DEF,120000
2011,6,44F,NOT DEF,119959.42
2020,11,298,NOT DEF,119769.89
2020,2,100,SALARIES AND BENEFITS,119646.27
2013,3,44F,NOT DEF,119644.03
2020,1,100,EXPENSES,119614.11
2012,12,100,EXPENSES,119545.98
2014,3,100,SALARIES AND BENEFITS,119445.93
2016,11,100,SALARIES AND BENEFITS,119287.71
2014,5,100,SALARIES AND BENEFITS,119181.96
2019,3,100,SALARIES AND BENEFITS,118826.74
2018,1,100,SALARIES AND BENEFITS,118799.52
2014,7,100,SALARIES AND BENEFITS,118762.68
2013,8,100,EXPENSES,118762.54
2014,11,100,EXPENSES,118747.55
2012,7,339,NOT DEF,118642.84
2013,8,100,EXPENSES,118561.67
2013,9,100,EXPENSES,118514.26
2015,2,100,EXPENSES,118393.86
2020,3,100,SALARIES AND BENEFITS,118265.4
2019,5,100,SALARIES AND BENEFITS,118254.53
2014,8,100,EXPENSES,118073.22
2012,4,100,EXPENSES,118049.23
2018,4,339,NOT DEF,118029.08
2013,4,339,NOT DEF,117874.57
2016,8,100,SALARIES AND BENEFITS,117718.07
2012,6,100,SALARIES AND BENEFITS,117345.57
2015,11,100,SALARIES AND BENEFITS,117342.56
2014,3,100,SALARIES AND BENEFITS,117047.04
2014,2,100,SALARIES AND BENEFITS,117005.44
2019,10,100,SALARIES AND BENEFITS,116902.08
2015,10,100,SALARIES AND BENEFITS,116802.74
2013,6,47C,NOT DEF,116666.67
2013,12,47C,NOT DEF,116666.67
2013,2,47C,NOT DEF,116666.67
2013,11,47C,NOT DEF,116666.67
2013,1,47C,NOT DEF,116666.67
2013,3,47C,NOT DEF,116666.67
2014,7,47C,NOT DEF,116666.67
2014,8,47C,NOT DEF,116666.63
2012,6,44F,NOT DEF,116600.77
2018,5,100,EXPENSES,116516.09
2016,7,100,EXPENSES,116447.46
2016,7,100,SALARIES AND BENEFITS,116320.55
2018,5,100,EXPENSES,116127.87
2015,10,100,EXPENSES,115942.37
2014,6,100,SALARIES AND BENEFITS,115917.76
2019,3,100,SALARIES AND BENEFITS,115873.4
2013,8,100,SALARIES AND BENEFITS,115863.76
2015,2,100,SALARIES AND BENEFITS,115860.5
2019,9,100,SALARIES AND BENEFITS,115576.29
2012,2,100,EXPENSES,115557.6
2012,9,100,EXPENSES,115453.29
2016,3,298,NOT DEF,115172.67
2012,4,100,SALARIES AND BENEFITS,115136.3
2019,1,298,NOT DEF,115050.34
2019,1,298,NOT DEF,115050.34
2018,9,339,NOT DEF,114813.73
2014,5,100,EXPENSES,114649.94
2014,11,100,EXPENSES,114337.83
2013,8,100,EXPENSES,114319.06
2012,9,100,SALARIES AND BENEFITS,114229.47
2020,12,100,SALARIES AND BENEFITS,114180.03
2016,7,100,SALARIES AND BENEFITS,114152.14
2015,10,100,SALARIES AND BENEFITS,114144.59
2017,8,100,EXPENSES,113841.61
2020,12,100,EXPENSES,113814.3
2016,3,100,SALARIES AND BENEFITS,113755.55
2019,11,100,EXPENSES,113637.68
2019,11,100,EXPENSES,113637.68
2020,3,100,EXPENSES,113621.77
2018,4,670,NOT DEF,113529.86
2016,6,100,SALARIES AND BENEFITS,113459.64
2016,12,100,EXPENSES,113263.44
2012,11,100,EXPENSES,113172.71
2019,2,100,SALARIES AND BENEFITS,113123.25
2019,2,100,SALARIES AND BENEFITS,113123.25
2014,4,100,EXPENSES,112907.75
2016,8,100,EXPENSES,112784.12
2016,3,100,EXPENSES,112757.04
2015,12,100,EXPENSES,112399.57
2019,8,100,EXPENSES,112308.71
2013,9,100,SALARIES AND BENEFITS,112196.02
2019,11,100,SALARIES AND BENEFITS,112174.8
2019,11,100,SALARIES AND BENEFITS,112174.8
2016,12,100,SALARIES AND BENEFITS,112101.81
2016,8,100,SALARIES AND BENEFITS,112058.28
2016,6,100,SALARIES AND BENEFITS,112027.61
2011,6,290,NOT DEF,112000
2014,12,100,EXPENSES,111975.22
2011,6,44F,NOT DEF,111938.74
2016,4,100,EXPENSES,111911.13
2020,12,100,EXPENSES,111832.51
2018,5,100,SALARIES AND BENEFITS,111829.09
2018,5,100,SALARIES AND BENEFITS,111770.47
2014,11,100,SALARIES AND BENEFITS,111769.15
2014,1,100,SALARIES AND BENEFITS,111733.33
2014,6,100,SALARIES AND BENEFITS,111716.94
2017,4,100,SALARIES AND BENEFITS,111469.3
2019,8,100,EXPENSES,111436.96
2014,7,100,EXPENSES,111408.85
2019,5,100,EXPENSES,111383.84
2013,9,339,NOT DEF,111328.63
2017,5,100,SALARIES AND BENEFITS,111239.11
2015,7,44D,NOT DEF,111098.9
2019,11,100,SALARIES AND BENEFITS,111065.96
2019,11,100,SALARIES AND BENEFITS,111065.96
2016,10,100,SALARIES AND BENEFITS,111000.63
2012,12,100,SALARIES AND BENEFITS,110979.2
2016,3,100,EXPENSES,110933.7
2014,12,100,SALARIES AND BENEFITS,110928.71
2013,6,100,SALARIES AND BENEFITS,110900.98
2012,7,47C,NOT DEF,110877.34
2015,1,100,SALARIES AND BENEFITS,110820.38
2015,3,100,SALARIES AND BENEFITS,110741.58
2016,11,100,EQUIPMENT,110614.72
2015,8,100,SALARIES AND BENEFITS,110613.08
2014,8,100,SALARIES AND BENEFITS,110608.69
2016,5,100,SALARIES AND BENEFITS,110606.64
2014,9,100,EXPENSES,110524.57
2014,2,100,EXPENSES,110299.01
2019,7,100,SALARIES AND BENEFITS,110293.22
2014,8,100,SALARIES AND BENEFITS,110253.1
2018,4,100,EXPENSES,110070.59
2015,10,100,SALARIES AND BENEFITS,109912.37
2015,4,100,SALARIES AND BENEFITS,109865.19
2020,4,100,EXPENSES,109728.41
2015,8,100,EXPENSES,109682.67
2015,2,100,SALARIES AND BENEFITS,109642.5
2020,12,100,SALARIES AND BENEFITS,109531.29
2016,6,100,SALARIES AND BENEFITS,109477.4
2012,1,100,SALARIES AND BENEFITS,109444.28
2018,3,100,SALARIES AND BENEFITS,109312.9
2019,10,100,EXPENSES,109303.01
2018,9,298,NOT DEF,109300.31
2014,10,100,EXPENSES,109270.39
2012,1,100,SALARIES AND BENEFITS,109135.72
2019,10,44D,SPECIAL,109103.7
2019,12,100,EXPENSES,108997.63
2020,4,100,EXPENSES,108939.96
2015,5,100,SALARIES AND BENEFITS,108830.32
2018,4,100,SALARIES AND BENEFITS,108779.41
2014,6,670,NOT DEF,108691.07
2012,11,100,SALARIES AND BENEFITS,108476.03
2015,12,100,EXPENSES,108429.28
2020,12,100,EXPENSES,108405.97
2014,12,100,SALARIES AND BENEFITS,108345.95
2012,8,100,EXPENSES,108317.11
2012,2,100,EXPENSES,108284.45
2019,12,100,EXPENSES,108158.61
2019,8,100,SALARIES AND BENEFITS,108137.12
2014,2,100,SALARIES AND BENEFITS,108066.45
2011,6,44F,NOT DEF,107941
2013,7,100,EXPENSES,107889.49
2012,7,100,SALARIES AND BENEFITS,107838.41
2016,3,100,SALARIES AND BENEFITS,107802.64
2020,3,100,SALARIES AND BENEFITS,107778.26
2014,9,100,EXPENSES,107684.86
2018,2,100,EXPENSES,107611.8
2017,9,100,SALARIES AND BENEFITS,107590.11
2013,3,100,EXPENSES,107514.13
2012,8,47C,NOT DEF,107368.42
2011,6,41Y,NOT DEF,107293.89
2016,11,100,EXPENSES,107262.25
2013,10,100,SALARIES AND BENEFITS,107227.1
2013,8,100,EXPENSES,107148.92
2012,3,100,SALARIES AND BENEFITS,107132.45
2015,6,100,SALARIES AND BENEFITS,107008.83
2016,7,100,EXPENSES,106975.71
2011,6,339,NOT DEF,106860.49
2016,6,26V,NOT DEF,106822.5
2012,12,100,EXPENSES,106791.85
2012,9,100,SALARIES AND BENEFITS,106613.2
2017,7,44D,NOT DEF,106550.34
2019,10,100,EXPENSES,106540.48
2013,3,100,SALARIES AND BENEFITS,106477.58
2019,1,100,EXPENSES,106401.52
2019,1,100,EXPENSES,106401.52
2015,10,100,SALARIES AND BENEFITS,106370.85
2015,12,100,SALARIES AND BENEFITS,106350.92
2013,3,100,EXPENSES,106340.62
2014,3,100,EXPENSES,106279.27
2015,5,100,SALARIES AND BENEFITS,106126.92
2017,4,100,SALARIES AND BENEFITS,106115.99
2015,11,100,SALARIES AND BENEFITS,106108.57
2014,10,100,SALARIES AND BENEFITS,105996.56
2020,1,100,EXPENSES,105803.67
2017,4,100,SALARIES AND BENEFITS,105467.69
2013,5,670,NOT DEF,105268.87
2016,6,44D,NOT DEF,105156.04
2017,8,44F,SPECIAL,105156.04
2013,3,339,NOT DEF,105044.18
2019,1,100,EXPENSES,105002.45
2019,1,100,EXPENSES,105002.45
2016,7,44E,NOT DEF,104998.61
2012,6,100,EXPENSES,104969.89
2013,5,100,SALARIES AND BENEFITS,104950.62
2013,12,100,EXPENSES,104849.71
2016,12,100,EXPENSES,104754.63
2020,2,100,EXPENSES,104644.62
2019,12,100,SALARIES AND BENEFITS,104622.71
2014,6,100,EXPENSES,104619.4
2012,12,100,EXPENSES,104480.75
2014,2,100,EXPENSES,104437.81
2013,6,44D,NOT DEF,104258.97
2016,10,100,EXPENSES,104224.63
2016,4,339,NOT DEF,104144.4
2018,9,100,EXPENSES,104098.6
2013,8,100,EXPENSES,104082.41
2016,2,100,SALARIES AND BENEFITS,104046.55
2013,7,100,SALARIES AND BENEFITS,103843.69
2019,2,100,SALARIES AND BENEFITS,103727.24
2019,2,100,SALARIES AND BENEFITS,103727.24
2013,6,100,SALARIES AND BENEFITS,103723.92
2017,9,100,EXPENSES,103413.75
2014,4,100,EXPENSES,103400.97
2013,8,100,SALARIES AND BENEFITS,103390.03
2019,8,100,SALARIES AND BENEFITS,103374.57
2013,9,100,SALARIES AND BENEFITS,103274.07
2019,1,100,EXPENSES,103273
2019,1,100,EXPENSES,103273
2016,1,100,SALARIES AND BENEFITS,103263.01
2013,6,100,EXPENSES,103142.16
2011,6,45D,NOT DEF,103044.03
2016,11,100,SALARIES AND BENEFITS,102983.37
2012,12,100,EXPENSES,102883.48
2012,8,100,SALARIES AND BENEFITS,102871.53
2014,8,100,EXPENSES,102745.51
2016,11,100,SALARIES AND BENEFITS,102403.86
2016,12,100,SALARIES AND BENEFITS,102396.98
2016,7,100,EXPENSES,102385.56
2014,8,100,SALARIES AND BENEFITS,102354.58
2012,8,100,EXPENSES,102171.84
2015,7,100,SALARIES AND BENEFITS,102120.52
2015,4,100,EXPENSES,102067.52
2017,5,100,SALARIES AND BENEFITS,102040.22
2019,4,100,EXPENSES,102000
2018,9,100,SALARIES AND BENEFITS,101981.33
2016,10,100,EXPENSES,101926.17
2013,8,100,SALARIES AND BENEFITS,101846.19
2016,8,100,SALARIES AND BENEFITS,101802.31
2020,12,100,EXPENSES,101788.12
2018,1,863,NOT DEF,101781.52
2018,12,100,EXPENSES,101501.74
2013,5,339,NOT DEF,101473.66
2013,3,100,EXPENSES,101450.86
2019,2,100,EXPENSES,101449.07
2019,2,100,EXPENSES,101449.07
2012,5,100,SALARIES AND BENEFITS,101246.27
2019,12,100,SALARIES AND BENEFITS,101063.83
2014,3,44D,NOT DEF,100986.22
2016,4,100,SALARIES AND BENEFITS,100938.82
2013,11,100,SALARIES AND BENEFITS,100833.78
2011,6,339,NOT DEF,100814.82
2020,10,100,EXPENSES,100758.15
2019,3,100,EXPENSES,100740
2019,12,100,SALARIES AND BENEFITS,100531.14
2013,1,100,SALARIES AND BENEFITS,100428.2
2018,11,100,SALARIES AND BENEFITS,100369.15
2019,9,100,EXPENSES,100331
2012,11,100,EXPENSES,100292.97
2012,8,100,SALARIES AND BENEFITS,100197.16
2013,4,100,EXPENSES,100174.34
2016,9,100,EXPENSES,100103.13
2016,3,100,SALARIES AND BENEFITS,100023.01
2016,1,100,EXPENSES,100007.44
2019,11,339,NOT DEF,100000.01
2019,11,339,NOT DEF,100000.01
2012,4,44F,NOT DEF,100000
2014,1,44F,NOT DEF,100000
2012,8,44D,NOT DEF,99946.33
2016,6,100,SALARIES AND BENEFITS,99810.88
2016,5,100,SALARIES AND BENEFITS,99608.81
2020,11,100,EXPENSES,99588.61
2015,10,100,EXPENSES,99543.8
2018,2,100,EXPENSES,99531.25
2016,7,100,EQUIPMENT,99526.84
2012,3,100,EXPENSES,99363.42
2012,6,100,SALARIES AND BENEFITS,99304.77
2018,4,100,EXPENSES,99280.2
2012,12,100,EXPENSES,99241.15
2020,12,100,EXPENSES,99231.11
2016,9,100,SALARIES AND BENEFITS,99216.4
